Edad,Genero,Historial_Crediticio,Salario_Anual,Deuda
45,F,Malo,51145.0,7868.0
53,M,Bueno,95675.0,42026.0
43,F,Bueno,69854.0,33712.0
25,F,Regular,87664.0,24604.0
67,F,Bueno,106153.0,22135.0
45,F,Regular,113616.0,30544.0
45,M,Malo,55285.0,37918.0
54,M,Malo,37533.0,30847.0
58,F,Bueno,52624.0,43774.0
53,M,Regular,66996.0,10680.0
44,M,Bueno,66947.0,47972.0
34,F,Regular,47956.0,30083.0
26,F,Regular,71030.0,34433.0
50,F,Regular,78597.0,45579.0
37,F,Malo,62443.0,26309.0
30,F,Regular,118613.0,41719.0
45,M,Malo,85464.0,10349.0
65,F,Regular,23952.0,9543.0
46,F,Malo,76880.0,9460.0
30,F,Malo,72201.0,34553.0
63,M,Malo,62460.0,28525.0
52,F,Bueno,42796.0,5948.0
23,F,Regular,51746.0,14498.0
35,F,Bueno,106785.0,18991.0
68,M,Regular,20015.0,24974.0
22,F,Regular,69757.0,35398.0
64,F,Bueno,45957.0,7660.0
42,F,Malo,,26245.0
19,M,Regular,41292.0,238.0
27,F,Malo,51876.0,19920.0
47,F,Bueno,80727.0,46659.0
67,F,Malo,67046.0,9338.0
62,M,Regular,34817.0,42517.0
22,F,Regular,111006.0,10349.0
50,F,Regular,29759.0,46350.0
18,F,Bueno,68432.0,11643.0
35,M,Regular,,28274.0
49,M,Bueno,77757.0,45013.0
64,F,Malo,40504.0,40667.0
66,M,Regular,28507.0,39913.0
28,M,Regular,41050.0,38629.0
38,M,Regular,24820.0,
43,F,Malo,27835.0,16632.0
42,F,Regular,113167.0,27144.0
39,M,Bueno,33587.0,12321.0
44,M,Malo,77732.0,37091.0
66,M,Malo,71921.0,29256.0
30,F,Malo,65499.0,
50,F,Malo,26840.0,2860.0
51,M,Malo,85077.0,49875.0
58,M,Bueno,51440.0,14919.0
52,M,Malo,55183.0,33337.0
18,M,Regular,116172.0,8411.0
38,F,Malo,22389.0,
65,M,Malo,75076.0,24312.0
23,F,Malo,86299.0,23055.0
45,M,Malo,109461.0,34890.0
34,M,Malo,112085.0,28807.0
22,M,Bueno,59023.0,20384.0
48,M,Bueno,70029.0,47177.0
22,M,Malo,,28925.0
55,F,Bueno,108993.0,3089.0
20,M,Regular,73950.0,14242.0
40,M,Malo,106959.0,39978.0
54,M,Regular,96054.0,16433.0
54,F,Regular,85363.0,33282.0
27,F,Malo,81742.0,10983.0
27,F,Regular,117896.0,43738.0
36,F,Regular,65215.0,43578.0
34,M,Regular,67857.0,42797.0
38,M,Malo,75476.0,4671.0
31,M,Malo,48173.0,24133.0
26,F,Regular,29395.0,43209.0
63,M,Malo,79768.0,414.0
18,M,Malo,104743.0,47861.0
68,F,Regular,66229.0,21242.0
62,F,Malo,46639.0,35184.0
30,F,Bueno,82583.0,38379.0
21,M,Malo,48924.0,15231.0
18,M,Bueno,92969.0,21849.0
66,F,Regular,50104.0,41163.0
57,M,Malo,57594.0,31676.0
49,F,Regular,23664.0,22056.0
51,F,Regular,30528.0,41028.0
45,M,Regular,48190.0,19947.0
48,F,Regular,86033.0,45416.0
25,F,Regular,81161.0,26040.0
56,F,Malo,93177.0,46110.0
43,M,Bueno,90179.0,46978.0
51,F,Malo,90592.0,25282.0
20,F,Malo,52899.0,26201.0
67,F,Malo,90979.0,6833.0
29,F,Malo,37241.0,4752.0
18,F,Bueno,66211.0,24507.0
61,F,Malo,83472.0,
22,F,Regular,94248.0,44746.0
47,M,Malo,93757.0,41495.0
47,M,Malo,51346.0,24930.0
34,F,Bueno,101196.0,5023.0
65,M,Bueno,97124.0,982.0
64,M,Regular,62220.0,14305.0
40,F,Malo,37942.0,16146.0
32,M,Malo,69167.0,11201.0
54,F,Malo,56373.0,16910.0
38,F,Regular,87143.0,23031.0
31,F,Bueno,22016.0,23636.0
19,F,Regular,89110.0,17314.0
28,F,Malo,66309.0,27332.0
68,M,Bueno,27274.0,18330.0
56,F,Bueno,35748.0,15365.0
55,M,Regular,40175.0,43501.0
51,F,Bueno,31826.0,10108.0
55,F,Bueno,103008.0,3360.0
67,F,Malo,54129.0,42553.0
51,M,Malo,90009.0,40880.0
35,F,Bueno,43490.0,48784.0
47,F,Bueno,61435.0,3625.0
32,F,Regular,95017.0,38237.0
44,F,Regular,28520.0,1223.0
68,M,Bueno,,39878.0
51,F,Malo,103106.0,9157.0
69,M,Bueno,81877.0,46019.0
55,F,Bueno,39798.0,37760.0
50,M,Malo,74638.0,13646.0
41,M,Malo,89072.0,44638.0
32,F,Regular,87309.0,29024.0
47,F,Regular,49894.0,4787.0
59,M,Regular,82963.0,23202.0
68,F,Regular,74567.0,43908.0
34,F,Malo,55326.0,36067.0
22,F,Bueno,75059.0,9360.0
46,M,Regular,25079.0,32692.0
21,F,Regular,45838.0,39219.0
27,F,Malo,107340.0,12941.0
34,F,Malo,67109.0,15993.0
27,M,Bueno,105211.0,14620.0
34,F,Bueno,45594.0,20193.0
37,M,Malo,62749.0,21248.0
41,F,Regular,56292.0,45852.0
22,M,Regular,94534.0,5027.0
51,F,Regular,99233.0,4260.0
23,F,Bueno,71818.0,37596.0
19,M,Regular,33429.0,41540.0
30,M,Regular,,9012.0
60,M,Malo,68807.0,25823.0
60,F,Regular,27140.0,8315.0
65,F,Malo,83226.0,47027.0
28,F,Regular,34901.0,12631.0
68,F,Bueno,,18258.0
64,M,Regular,48525.0,25099.0
40,F,Regular,40491.0,35891.0
33,F,Malo,88816.0,
48,F,Malo,54980.0,31376.0
28,F,Malo,,10977.0
33,F,Regular,28078.0,26694.0
25,F,Regular,111654.0,47376.0
21,F,Bueno,109521.0,33978.0
57,M,Regular,68704.0,9218.0
21,F,Bueno,36997.0,21788.0
42,F,Malo,99810.0,20501.0
20,F,Malo,20868.0,12453.0
49,F,Malo,46398.0,38197.0
20,M,Bueno,101578.0,15210.0
44,M,Regular,117356.0,8689.0
46,M,Malo,41246.0,45489.0
49,M,Regular,40561.0,27381.0
67,M,Regular,36254.0,29508.0
68,M,Malo,54512.0,42653.0
36,F,Bueno,109532.0,21142.0
38,M,Regular,114154.0,40950.0
22,M,Malo,97395.0,8916.0
35,F,Regular,77865.0,375.0
45,M,Regular,43580.0,31449.0
59,F,Regular,90959.0,23797.0
39,F,Regular,92144.0,20782.0
38,M,Regular,62485.0,27028.0
23,F,Bueno,70621.0,20243.0
18,M,Bueno,70665.0,29379.0
22,M,Malo,90412.0,37780.0
58,F,Bueno,70603.0,30740.0
29,F,Bueno,41038.0,49408.0
43,M,Bueno,113542.0,19984.0
63,F,Regular,116346.0,50.0
51,F,Regular,34325.0,6590.0
66,M,Malo,55892.0,40205.0
31,M,Malo,21753.0,15162.0
43,F,Malo,115067.0,49746.0
62,M,Regular,37996.0,13105.0
44,M,Bueno,88811.0,37499.0
26,M,Bueno,94283.0,36641.0
43,M,Regular,65211.0,11628.0
64,M,Malo,82820.0,42032.0
39,M,Malo,20824.0,38516.0
64,M,Malo,33880.0,21621.0
47,F,Regular,86617.0,1476.0
60,M,Malo,31517.0,40800.0
65,F,Malo,,35788.0
34,F,Regular,36876.0,24437.0
43,F,Bueno,76354.0,26240.0
53,M,Regular,93802.0,45452.0
18,M,Regular,96719.0,10922.0
25,F,Regular,106602.0,48154.0
66,M,Regular,98413.0,8066.0
52,F,Bueno,29982.0,12089.0
69,M,Malo,94504.0,32600.0
32,M,Regular,46598.0,46176.0
64,F,Bueno,34639.0,8167.0
39,F,Malo,90210.0,12816.0
31,F,Malo,89852.0,21164.0
43,M,Malo,29695.0,20429.0
45,F,Regular,68582.0,35001.0
40,M,Regular,51094.0,31415.0
31,M,Malo,80635.0,8117.0
41,M,Malo,42187.0,47318.0
19,F,Malo,21214.0,6359.0
62,F,Malo,43940.0,14364.0
43,F,Malo,64406.0,36965.0
31,M,Malo,111221.0,28794.0
68,M,Bueno,63481.0,10293.0
24,F,Malo,35977.0,9332.0
20,M,Regular,64839.0,615.0
64,M,Regular,77874.0,45612.0
40,F,Regular,78414.0,12401.0
63,F,Malo,45538.0,41936.0
60,F,Regular,76241.0,29372.0
64,M,Bueno,93501.0,42276.0
62,M,Malo,95133.0,48322.0
35,M,Regular,80481.0,2339.0
55,M,Bueno,47740.0,16246.0
52,M,Bueno,83328.0,8109.0
68,F,Regular,92105.0,23758.0
32,M,Bueno,70643.0,23091.0
42,M,Regular,31881.0,43056.0
54,M,Bueno,56996.0,13317.0
45,F,Malo,52177.0,16762.0
27,F,Malo,57177.0,3465.0
56,F,Malo,86126.0,25622.0
34,M,Malo,76531.0,6800.0
56,F,Malo,46119.0,49261.0
39,F,Regular,47915.0,
43,F,Malo,22708.0,36651.0
61,M,Malo,58749.0,2600.0
42,F,Malo,64989.0,5518.0
34,M,Malo,42106.0,19627.0
30,M,Bueno,37131.0,29369.0
37,F,Malo,66553.0,31445.0
42,M,Malo,78144.0,16689.0
21,F,Regular,26553.0,15923.0
27,M,Bueno,37881.0,38469.0
20,F,Regular,21379.0,30403.0
58,F,Malo,110791.0,958.0
62,F,Regular,89306.0,40363.0
35,M,Regular,39726.0,3538.0
64,F,Malo,29088.0,23404.0
53,M,Bueno,54314.0,9983.0
64,F,Bueno,75041.0,35371.0
39,M,Regular,36350.0,24642.0
51,M,Malo,119599.0,13467.0
64,F,Regular,101397.0,205.0
25,F,Regular,99509.0,27409.0
57,F,Regular,37769.0,12442.0
66,F,Malo,67249.0,26290.0
61,F,Malo,102862.0,26108.0
36,M,Bueno,66365.0,5691.0
59,F,Malo,70185.0,38909.0
58,F,Regular,22786.0,19504.0
54,M,Regular,21620.0,30162.0
23,F,Bueno,56303.0,39496.0
69,F,Malo,39589.0,38798.0
43,M,Regular,22882.0,
51,F,Bueno,82248.0,21551.0
62,F,Bueno,69322.0,13383.0
23,F,Regular,44524.0,16496.0
54,M,Regular,29745.0,41716.0
50,F,Malo,35861.0,9088.0
39,M,Bueno,111707.0,46982.0
38,F,Regular,111735.0,27444.0
23,M,Bueno,74261.0,24734.0
23,F,Malo,22837.0,41745.0
65,M,Regular,94135.0,34571.0
21,M,Malo,101447.0,26415.0
47,M,Bueno,74380.0,15389.0
28,M,Malo,106089.0,27744.0
47,M,Malo,69831.0,18682.0
48,M,Bueno,109349.0,45038.0
41,F,Malo,58255.0,34310.0
26,F,Bueno,49520.0,7259.0
20,M,Regular,49541.0,45168.0
68,M,Bueno,85772.0,12546.0
48,M,Bueno,47350.0,2154.0
57,M,Regular,64397.0,8766.0
54,F,Bueno,97085.0,48517.0
53,M,Regular,83865.0,11230.0
41,F,Regular,75956.0,17765.0
48,F,Bueno,47453.0,5902.0
23,M,Malo,82345.0,1222.0
19,M,Malo,32906.0,27050.0
37,F,Regular,34988.0,34269.0
45,F,Malo,47723.0,
28,M,Malo,53800.0,48976.0
21,M,Bueno,59107.0,3574.0
32,M,Regular,47430.0,36497.0
23,F,Regular,52535.0,11157.0
66,F,Bueno,88476.0,19575.0
47,M,Malo,107329.0,40244.0
55,F,Regular,97798.0,17945.0
68,F,Malo,72284.0,14962.0
19,M,Regular,76232.0,35290.0
32,M,Regular,,35159.0
28,F,Regular,57710.0,
25,F,Regular,,30684.0
43,M,Malo,112035.0,44842.0
68,M,Malo,60498.0,11796.0
62,M,Malo,51283.0,24450.0
61,M,Malo,86169.0,34846.0
22,M,Bueno,92358.0,45037.0
23,F,Regular,,47130.0
43,F,Regular,45968.0,17504.0
21,F,Regular,82508.0,45728.0
36,F,Bueno,83220.0,30041.0
37,M,Malo,105366.0,10715.0
50,M,Regular,25738.0,21803.0
37,M,Malo,23098.0,3370.0
66,F,Malo,115424.0,1908.0
29,F,Bueno,93633.0,37075.0
64,F,Bueno,98672.0,21134.0
18,M,Malo,58244.0,44065.0
43,F,Regular,28253.0,49649.0
31,M,Regular,74333.0,3587.0
55,M,Bueno,70969.0,30023.0
54,M,Bueno,110744.0,45153.0
28,M,Bueno,90423.0,2413.0
53,M,Bueno,,25038.0
30,M,Bueno,95028.0,22555.0
60,F,Bueno,55421.0,10952.0
20,M,Bueno,21454.0,3457.0
50,M,Regular,37522.0,8464.0
23,F,Bueno,58575.0,1150.0
67,M,Bueno,23192.0,47305.0
27,F,Regular,75268.0,32264.0
22,F,Regular,101311.0,40222.0
40,F,Malo,30402.0,47553.0
27,M,Bueno,98610.0,44349.0
61,M,Bueno,100781.0,32786.0
19,F,Bueno,56527.0,9808.0
30,M,Bueno,72181.0,49136.0
57,M,Malo,111472.0,38345.0
19,F,Regular,47002.0,4081.0
37,F,Regular,101219.0,39222.0
18,M,Bueno,32460.0,8933.0
54,F,Bueno,50482.0,2671.0
26,F,Bueno,36447.0,43739.0
34,F,Malo,68228.0,47738.0
26,M,Malo,103265.0,31217.0
28,M,Regular,70126.0,39155.0
32,M,Bueno,40545.0,39601.0
41,F,Bueno,75114.0,19008.0
55,M,Bueno,113740.0,21883.0
52,F,Bueno,95350.0,33282.0
47,M,Malo,77801.0,32974.0
48,M,Regular,33890.0,33715.0
66,F,Regular,72482.0,43401.0
22,M,Malo,83397.0,15380.0
61,F,Bueno,21740.0,18212.0
67,M,Regular,50121.0,28174.0
31,M,Regular,31218.0,6861.0
28,F,Malo,91591.0,6094.0
26,F,Bueno,108241.0,39113.0
51,F,Regular,54722.0,46728.0
29,M,Bueno,,24363.0
52,M,Regular,71543.0,22310.0
52,M,Malo,62000.0,39300.0
18,F,Bueno,91975.0,5943.0
57,F,Malo,50921.0,14569.0
39,F,Regular,119265.0,42616.0
46,M,Malo,108747.0,8793.0
25,M,Malo,50614.0,38207.0
28,F,Malo,81189.0,25287.0
58,M,Regular,37601.0,33971.0
54,F,Bueno,,42351.0
31,M,Malo,,47179.0
47,M,Bueno,40514.0,31369.0
52,F,Regular,103312.0,23023.0
38,M,Bueno,87612.0,45885.0
54,M,Malo,110886.0,23897.0
22,F,Malo,36292.0,23010.0
36,F,Malo,51510.0,40154.0
31,M,Malo,48000.0,35899.0
43,F,Malo,50383.0,20114.0
21,M,Malo,31785.0,19050.0
42,F,Regular,60910.0,49701.0
62,M,Regular,59028.0,21125.0
59,M,Regular,44855.0,28558.0
42,F,Bueno,44281.0,44846.0
35,M,Bueno,24841.0,20396.0
57,M,Regular,117204.0,27125.0
25,F,Bueno,80155.0,22580.0
56,F,Bueno,,38973.0
57,M,Malo,76313.0,23574.0
31,F,Malo,37443.0,24619.0
49,F,Bueno,52250.0,13869.0
68,M,Bueno,21922.0,658.0
55,M,Regular,51976.0,47150.0
50,F,Bueno,31991.0,12122.0
40,F,Malo,73744.0,
32,F,Bueno,42733.0,13335.0
50,M,Regular,22473.0,21677.0
42,M,Malo,28108.0,
34,M,Malo,,29814.0
50,M,Malo,52210.0,18075.0
64,M,Malo,57317.0,43185.0
19,M,Bueno,85516.0,11258.0
31,M,Regular,53362.0,30527.0
57,F,Bueno,74604.0,10139.0
57,F,Bueno,24889.0,42325.0
68,M,Malo,109557.0,40503.0
56,M,Regular,93748.0,19514.0
68,M,Malo,51971.0,20917.0
23,F,Bueno,70551.0,29097.0
23,M,Bueno,23201.0,17788.0
20,F,Malo,109882.0,25061.0
24,F,Bueno,57958.0,9947.0
68,F,Bueno,99251.0,15544.0
25,F,Malo,25681.0,20014.0
59,F,Bueno,66870.0,14795.0
69,M,Regular,102256.0,32632.0
32,M,Malo,87203.0,
64,F,Regular,48152.0,23653.0
46,M,Bueno,70061.0,1579.0
50,F,Bueno,77619.0,31758.0
69,F,Malo,78235.0,43755.0
47,M,Bueno,93740.0,38760.0
56,M,Malo,57890.0,32818.0
44,M,Malo,110073.0,6452.0
53,M,Malo,81401.0,37921.0
46,M,Malo,31217.0,15340.0
55,F,Malo,68351.0,46668.0
50,M,Regular,53741.0,47738.0
54,M,Malo,40654.0,2787.0
44,M,Regular,81314.0,
50,F,Bueno,21408.0,48357.0
21,M,Malo,62903.0,15839.0
39,F,Bueno,104208.0,2155.0
19,M,Malo,21218.0,7019.0
27,M,Regular,70572.0,20614.0
22,F,Regular,78798.0,26190.0
27,M,Regular,50105.0,40375.0
50,M,Bueno,89634.0,10928.0
55,F,Malo,85063.0,48425.0
30,M,Bueno,27619.0,8598.0
48,F,Regular,31939.0,44339.0
64,F,Bueno,38226.0,20581.0
53,F,Regular,45322.0,48974.0
62,F,Regular,78215.0,44655.0
41,F,Regular,36878.0,47796.0
69,M,Malo,26560.0,48743.0
32,M,Malo,58278.0,46607.0
46,M,Regular,56212.0,13919.0
25,F,Bueno,114835.0,38180.0
22,F,Bueno,93079.0,4499.0
46,F,Malo,43946.0,37677.0
64,F,Regular,51740.0,48246.0
21,M,Bueno,27253.0,43862.0
29,M,Regular,99311.0,25602.0
62,F,Bueno,52813.0,29692.0
19,F,Malo,,40422.0
44,M,Regular,47632.0,48750.0
48,F,Regular,68365.0,21760.0
68,F,Bueno,87593.0,2920.0
68,F,Bueno,53431.0,24085.0
53,M,Bueno,57436.0,22925.0
53,M,Regular,38413.0,5615.0
43,F,Malo,115761.0,37083.0
60,M,Malo,58485.0,45228.0
44,F,Bueno,88232.0,2783.0
22,F,Malo,36101.0,9605.0
37,M,Bueno,28831.0,45557.0
28,F,Malo,,44608.0
27,F,Regular,71897.0,19192.0
57,M,Bueno,25004.0,3331.0
55,F,Malo,108241.0,31856.0
23,F,Regular,,49949.0
25,F,Malo,41509.0,2846.0
40,M,Regular,57170.0,33697.0
64,F,Regular,63555.0,37586.0
43,M,Malo,34662.0,35030.0
63,F,Malo,85930.0,
60,F,Regular,67403.0,7549.0
29,F,Regular,56365.0,22437.0
43,F,Regular,82188.0,23958.0
30,M,Bueno,96060.0,24243.0
57,M,Regular,118633.0,42177.0
35,F,Bueno,46673.0,42424.0
42,F,Regular,83471.0,28984.0
50,F,Bueno,,36942.0
64,F,Regular,77287.0,37538.0
57,F,Regular,21645.0,5833.0
60,F,Regular,79076.0,23386.0
29,F,Malo,114585.0,34813.0
61,F,Malo,95351.0,33805.0
53,M,Regular,70151.0,6242.0
65,M,Bueno,87384.0,28704.0
21,M,Bueno,119865.0,42419.0
22,F,Regular,53541.0,
54,F,Malo,92847.0,12321.0
25,F,Bueno,107099.0,38930.0
59,M,Malo,100739.0,32407.0
66,F,Bueno,70955.0,4073.0
45,M,Regular,29290.0,17667.0
48,F,Malo,78942.0,16035.0
26,M,Bueno,102667.0,6732.0
68,M,Regular,50143.0,3487.0
46,M,Regular,44509.0,34952.0
31,F,Regular,107780.0,29425.0
57,M,Malo,56741.0,46658.0
58,F,Malo,46898.0,19571.0
39,F,Regular,119919.0,29075.0
28,F,Malo,105674.0,42185.0
40,F,Bueno,82948.0,5495.0
18,F,Regular,81768.0,18681.0
63,M,Regular,63262.0,14781.0
54,F,Malo,25506.0,39865.0
38,F,Regular,40605.0,8469.0
43,F,Bueno,98590.0,45167.0
63,F,Malo,48231.0,16202.0
53,F,Malo,99397.0,19928.0
40,M,Regular,97123.0,10985.0
18,M,Regular,33515.0,39599.0
68,F,Regular,107211.0,16775.0
57,M,Malo,58622.0,968.0
32,M,Regular,36600.0,10382.0
38,F,Bueno,47892.0,5151.0
64,M,Regular,103279.0,26804.0
26,F,Regular,89310.0,43586.0
26,M,Malo,41801.0,32259.0
27,M,Regular,57695.0,20748.0
69,M,Malo,48853.0,19691.0
43,F,Regular,24429.0,32020.0
58,M,Bueno,24606.0,43560.0
52,M,Bueno,24478.0,27256.0
69,F,Malo,103816.0,6125.0
42,F,Malo,60134.0,4370.0
43,M,Regular,89963.0,
28,F,Regular,90897.0,48943.0
55,M,Bueno,45475.0,3134.0
19,M,Regular,86177.0,45459.0
24,F,Bueno,41730.0,43199.0
35,F,Malo,41113.0,11556.0
44,F,Regular,40011.0,33822.0
51,M,Malo,75746.0,27977.0
44,F,Regular,62853.0,20113.0
34,M,Bueno,,30566.0
60,F,Malo,56818.0,2669.0
61,M,Malo,57321.0,49427.0
68,F,Regular,41309.0,16081.0
41,M,Malo,38688.0,12938.0
42,F,Bueno,,5717.0
24,M,Malo,88879.0,12282.0
69,F,Malo,87592.0,47659.0
23,F,Regular,104728.0,42065.0
41,M,Malo,109012.0,14201.0
50,F,Regular,29416.0,16289.0
66,M,Regular,59994.0,24406.0
46,M,Malo,86422.0,31286.0
60,F,Bueno,28584.0,12873.0
39,M,Regular,113302.0,16512.0
43,F,Malo,38830.0,28927.0
45,F,Regular,105825.0,23461.0
67,M,Bueno,97066.0,20710.0
38,F,Bueno,23591.0,19952.0
66,M,Regular,113878.0,13448.0
24,M,Bueno,41395.0,15198.0
34,F,Malo,74182.0,7622.0
37,F,Malo,36738.0,40848.0
58,M,Regular,22631.0,2402.0
66,M,Bueno,37905.0,36324.0
37,F,Malo,39056.0,28467.0
39,F,Malo,109082.0,34961.0
45,F,Malo,55447.0,43007.0
57,F,Regular,74418.0,20739.0
66,M,Regular,57190.0,18518.0
24,F,Malo,46014.0,26547.0
18,M,Malo,92999.0,28936.0
49,M,Bueno,70278.0,20287.0
30,F,Bueno,21780.0,
47,M,Bueno,111643.0,25476.0
40,F,Regular,79258.0,12875.0
68,M,Malo,117123.0,10686.0
36,F,Regular,62192.0,17536.0
49,M,Malo,79300.0,34062.0
47,M,Bueno,110504.0,48216.0
46,F,Bueno,119129.0,25041.0
66,F,Bueno,63923.0,31653.0
62,M,Bueno,109196.0,21673.0
46,M,Malo,22395.0,10367.0
47,F,Bueno,,19629.0
33,M,Malo,35779.0,46105.0
57,F,Malo,91028.0,23100.0
36,M,Regular,49722.0,6654.0
35,F,Bueno,27111.0,25063.0
18,M,Bueno,29984.0,19322.0
31,F,Regular,117552.0,19010.0
68,F,Malo,113176.0,12693.0
64,M,Bueno,92328.0,9241.0
67,F,Malo,46924.0,29778.0
19,M,Regular,72703.0,36843.0
45,F,Malo,52577.0,12651.0
66,F,Bueno,27711.0,25966.0
67,F,Malo,105548.0,9275.0
47,M,Malo,119869.0,45606.0
55,F,Bueno,24096.0,1658.0
68,M,Bueno,86555.0,28963.0
21,F,Malo,109848.0,6932.0
18,M,Malo,95012.0,14248.0
25,M,Regular,28254.0,24437.0
46,M,Bueno,117955.0,39727.0
56,F,Malo,97120.0,18201.0
20,M,Bueno,,41150.0
49,F,Regular,97000.0,49612.0
27,M,Malo,97975.0,24355.0
27,M,Malo,77987.0,14999.0
36,M,Malo,52963.0,6376.0
63,M,Bueno,113976.0,3476.0
51,F,Regular,23273.0,4366.0
50,M,Bueno,35330.0,48974.0
40,M,Malo,41494.0,25733.0
45,F,Regular,96422.0,12458.0
49,M,Malo,23212.0,32795.0
67,M,Malo,103441.0,20615.0
24,M,Bueno,107594.0,11164.0
46,M,Malo,21080.0,39316.0
25,F,Regular,52675.0,3024.0
18,F,Malo,42007.0,29559.0
20,M,Malo,102641.0,1264.0
41,F,Bueno,115815.0,9047.0
40,F,Regular,66815.0,44985.0
25,M,Bueno,103482.0,6587.0
64,F,Malo,20639.0,6577.0
54,M,Bueno,83593.0,17635.0
20,F,Bueno,98038.0,45564.0
68,F,Bueno,113899.0,3870.0
50,F,Bueno,23736.0,34094.0
45,M,Malo,36473.0,9217.0
64,F,Malo,54019.0,49513.0
25,M,Regular,106623.0,17602.0
51,M,Bueno,114025.0,605.0
52,F,Bueno,56820.0,22343.0
49,M,Regular,104861.0,13003.0
41,F,Bueno,77589.0,43257.0
31,M,Regular,85807.0,32089.0
49,M,Malo,38414.0,17661.0
63,F,Regular,44220.0,16782.0
60,F,Bueno,80531.0,30029.0
33,F,Regular,62425.0,13487.0
21,F,Malo,29387.0,
69,M,Bueno,96815.0,39042.0
54,M,Malo,47584.0,22065.0
38,M,Malo,64783.0,10844.0
31,F,Regular,59809.0,19323.0
48,M,Malo,74327.0,25397.0
65,F,Bueno,30857.0,45957.0
35,M,Malo,62261.0,17328.0
24,F,Malo,93588.0,43739.0
27,M,Regular,36995.0,38733.0
24,M,Malo,33580.0,45389.0
50,F,Regular,38240.0,29715.0
40,M,Regular,103446.0,39116.0
38,F,Bueno,95752.0,17580.0
36,M,Bueno,66111.0,823.0
65,M,Bueno,110447.0,26472.0
36,F,Bueno,,7084.0
53,F,Regular,100974.0,12455.0
46,M,Malo,93401.0,10607.0
35,M,Bueno,102093.0,16919.0
19,M,Bueno,32211.0,47004.0
18,M,Bueno,78985.0,19394.0
64,M,Malo,53268.0,49004.0
22,M,Bueno,23646.0,10819.0
37,F,Malo,75371.0,11969.0
28,F,Regular,62816.0,17333.0
59,F,Regular,109460.0,11700.0
19,M,Regular,64112.0,31792.0
20,M,Malo,71048.0,33311.0
40,M,Bueno,74911.0,36668.0
29,F,Bueno,95446.0,11945.0
37,F,Bueno,21778.0,
22,M,Bueno,65752.0,46526.0
54,M,Bueno,104977.0,47717.0
55,F,Malo,90726.0,35634.0
47,F,Regular,100840.0,18630.0
26,F,Bueno,47289.0,41036.0
51,M,Regular,64788.0,24944.0
61,M,Malo,24747.0,23360.0
52,M,Malo,94822.0,12813.0
69,F,Bueno,20045.0,49500.0
39,F,Malo,115278.0,4601.0
61,M,Regular,,12930.0
41,M,Bueno,43437.0,4333.0
34,F,Bueno,39585.0,5399.0
27,M,Regular,118759.0,17839.0
47,F,Bueno,29854.0,40204.0
63,F,Bueno,72076.0,20195.0
40,M,Regular,76950.0,27848.0
49,F,Bueno,37349.0,23693.0
34,M,Bueno,116228.0,47715.0
67,F,Regular,41348.0,46729.0
68,F,Malo,54296.0,40854.0
34,M,Regular,39455.0,36450.0
31,F,Bueno,98824.0,1854.0
26,M,Regular,74021.0,31558.0
57,M,Bueno,91923.0,2985.0
19,F,Bueno,59293.0,43585.0
62,M,Regular,119430.0,19278.0
42,M,Bueno,108552.0,40264.0
56,M,Malo,66116.0,33326.0
26,M,Bueno,60484.0,19280.0
39,M,Regular,,34022.0
60,M,Malo,101638.0,15667.0
63,F,Malo,23404.0,18065.0
21,M,Bueno,57260.0,48846.0
43,F,Regular,85642.0,21655.0
46,F,Bueno,100731.0,10006.0
62,M,Bueno,66009.0,6283.0
51,F,Regular,112689.0,41622.0
40,F,Regular,49605.0,45076.0
54,M,Bueno,73205.0,3325.0
28,M,Malo,57569.0,30783.0
23,M,Bueno,25580.0,3143.0
35,F,Malo,25400.0,
38,F,Bueno,59643.0,12417.0
59,M,Regular,116185.0,31300.0
53,M,Malo,116032.0,26526.0
58,F,Regular,106173.0,28896.0
55,F,Regular,59015.0,37443.0
51,F,Regular,91713.0,27606.0
34,F,Regular,92805.0,39916.0
54,M,Regular,34974.0,7551.0
42,F,Bueno,34037.0,49258.0
55,F,Malo,104292.0,35436.0
29,F,Bueno,36167.0,47680.0
40,F,Bueno,108754.0,2246.0
59,M,Bueno,110703.0,39421.0
39,M,Regular,63148.0,43901.0
38,F,Bueno,92153.0,7649.0
44,F,Malo,41534.0,49663.0
48,M,Bueno,110995.0,41209.0
23,M,Regular,106078.0,888.0
44,F,Malo,76879.0,41983.0
57,F,Malo,85839.0,29424.0
51,M,Malo,,41559.0
29,M,Malo,32683.0,11075.0
62,M,Bueno,69485.0,22699.0
24,M,Regular,118231.0,47972.0
27,M,Malo,31025.0,9950.0
62,M,Malo,106426.0,5413.0
34,F,Regular,38715.0,39305.0
43,M,Bueno,90097.0,3569.0
38,M,Malo,118383.0,1242.0
45,M,Bueno,112943.0,37097.0
63,M,Bueno,107116.0,30085.0
19,F,Bueno,95705.0,10487.0
60,F,Bueno,37116.0,18309.0
18,M,Malo,56744.0,30771.0
68,F,Malo,107579.0,
53,F,Bueno,22124.0,36163.0
68,F,Bueno,58051.0,49592.0
43,F,Regular,27176.0,21615.0
46,F,Regular,111310.0,8039.0
38,F,Regular,84818.0,8198.0
28,M,Malo,38676.0,34354.0
57,M,Regular,65177.0,49977.0
28,M,Malo,110296.0,3824.0
53,M,Malo,20997.0,23999.0
66,M,Malo,79330.0,3436.0
